bloom,asset-test,asset-valid,3,p0,1,287,random,Yes
bloom,asset-test,asset-valid,3,p0,1,489,random,Yes
bloom,asset-test,asset-valid,3,p0,1,723,random,Yes
bloom,asset-test,asset-valid,3,p1,1,287,random,No
bloom,asset-test,asset-valid,3,p1,1,489,random,No
bloom,asset-test,asset-valid,3,p1,1,723,random,No
bloom,asset-test,asset-valid,3,p2,1,287,random,No
bloom,asset-test,asset-valid,3,p2,1,489,random,No
bloom,asset-test,asset-valid,3,p2,1,723,random,No
bloom-1b1,asset-test,asset-valid,3,p0,1,287,random,Yes
bloom-1b1,asset-test,asset-valid,3,p0,1,489,random,Yes
bloom-1b1,asset-test,asset-valid,3,p0,1,723,random,Yes
bloom-1b1,asset-test,asset-valid,3,p1,1,287,random,No
bloom-1b1,asset-test,asset-valid,3,p1,1,489,random,No
bloom-1b1,asset-test,asset-valid,3,p1,1,723,random,No
bloom-1b1,asset-test,asset-valid,3,p2,1,287,random,No
bloom-1b1,asset-test,asset-valid,3,p2,1,489,random,No
bloom-1b1,asset-test,asset-valid,3,p2,1,723,random,No
bloom-3b,asset-test,asset-valid,3,p0,1,287,random,Yes
bloom-3b,asset-test,asset-valid,3,p0,1,489,random,Yes
bloom-3b,asset-test,asset-valid,3,p0,1,723,random,Yes
bloom-3b,asset-test,asset-valid,3,p1,1,287,random,No
bloom-3b,asset-test,asset-valid,3,p1,1,489,random,No
bloom-3b,asset-test,asset-valid,3,p1,1,723,random,No
bloom-3b,asset-test,asset-valid,3,p2,1,287,random,No
bloom-3b,asset-test,asset-valid,3,p2,1,489,random,No
bloom-3b,asset-test,asset-valid,3,p2,1,723,random,No
bloom-560m,asset-test,asset-valid,3,p0,1,287,random,Yes
bloom-560m,asset-test,asset-valid,3,p0,1,489,random,Yes
bloom-560m,asset-test,asset-valid,3,p0,1,723,random,Yes
bloom-560m,asset-test,asset-valid,3,p1,1,287,random,No
bloom-560m,asset-test,asset-valid,3,p1,1,489,random,No
bloom-560m,asset-test,asset-valid,3,p1,1,723,random,No
bloom-560m,asset-test,asset-valid,3,p2,1,287,random,No
bloom-560m,asset-test,asset-valid,3,p2,1,489,random,No
bloom-560m,asset-test,asset-valid,3,p2,1,723,random,No
bloom-7b1,asset-test,asset-valid,3,p0,1,287,random,Yes
bloom-7b1,asset-test,asset-valid,3,p0,1,489,random,Yes
bloom-7b1,asset-test,asset-valid,3,p0,1,723,random,Yes
bloom-7b1,asset-test,asset-valid,3,p1,1,287,random,No
bloom-7b1,asset-test,asset-valid,3,p1,1,489,random,No
bloom-7b1,asset-test,asset-valid,3,p1,1,723,random,No
bloom-7b1,asset-test,asset-valid,3,p2,1,287,random,No
bloom-7b1,asset-test,asset-valid,3,p2,1,489,random,No
bloom-7b1,asset-test,asset-valid,3,p2,1,723,random,No
bloomz,asset-test,asset-valid,3,p0,1,287,random,Yes
bloomz,asset-test,asset-valid,3,p0,1,489,random,Yes
bloomz,asset-test,asset-valid,3,p0,1,723,random,Yes
bloomz,asset-test,asset-valid,3,p1,1,287,random,No
bloomz,asset-test,asset-valid,3,p1,1,489,random,No
bloomz,asset-test,asset-valid,3,p1,1,723,random,No
bloomz,asset-test,asset-valid,3,p2,1,287,random,No
bloomz,asset-test,asset-valid,3,p2,1,489,random,No
bloomz,asset-test,asset-valid,3,p2,1,723,random,No
bloomz-1b1,asset-test,asset-valid,3,p0,1,287,random,Yes
bloomz-1b1,asset-test,asset-valid,3,p0,1,489,random,Yes
bloomz-1b1,asset-test,asset-valid,3,p0,1,723,random,Yes
bloomz-1b1,asset-test,asset-valid,3,p1,1,287,random,No
bloomz-1b1,asset-test,asset-valid,3,p1,1,489,random,No
bloomz-1b1,asset-test,asset-valid,3,p1,1,723,random,No
bloomz-1b1,asset-test,asset-valid,3,p2,1,287,random,No
bloomz-1b1,asset-test,asset-valid,3,p2,1,489,random,No
bloomz-1b1,asset-test,asset-valid,3,p2,1,723,random,No
bloomz-3b,asset-test,asset-valid,3,p0,1,287,random,Yes
bloomz-3b,asset-test,asset-valid,3,p0,1,489,random,Yes
bloomz-3b,asset-test,asset-valid,3,p0,1,723,random,Yes
bloomz-3b,asset-test,asset-valid,3,p1,1,287,random,No
bloomz-3b,asset-test,asset-valid,3,p1,1,489,random,No
bloomz-3b,asset-test,asset-valid,3,p1,1,723,random,No
bloomz-3b,asset-test,asset-valid,3,p2,1,287,random,No
bloomz-3b,asset-test,asset-valid,3,p2,1,489,random,No
bloomz-3b,asset-test,asset-valid,3,p2,1,723,random,No
bloomz-560m,asset-test,asset-valid,3,p0,1,287,random,Yes
bloomz-560m,asset-test,asset-valid,3,p0,1,489,random,Yes
bloomz-560m,asset-test,asset-valid,3,p0,1,723,random,Yes
bloomz-560m,asset-test,asset-valid,3,p1,1,287,random,No
bloomz-560m,asset-test,asset-valid,3,p1,1,489,random,No
bloomz-560m,asset-test,asset-valid,3,p1,1,723,random,No
bloomz-560m,asset-test,asset-valid,3,p2,1,287,random,No
bloomz-560m,asset-test,asset-valid,3,p2,1,489,random,No
bloomz-560m,asset-test,asset-valid,3,p2,1,723,random,No
bloomz-7b1,asset-test,asset-valid,3,p0,1,287,random,Yes
bloomz-7b1,asset-test,asset-valid,3,p0,1,489,random,Yes
bloomz-7b1,asset-test,asset-valid,3,p0,1,723,random,Yes
bloomz-7b1,asset-test,asset-valid,3,p1,1,287,random,No
bloomz-7b1,asset-test,asset-valid,3,p1,1,489,random,No
bloomz-7b1,asset-test,asset-valid,3,p1,1,723,random,No
